name,parent,value
Origin,,Auckland,Origin,1160Christchurch,Origin,377Wellington,Origin,215Hamilton,Origin,169Tauaranga,Origin,135Lower Hutt,Origin,105Dunedin,Origin,104Palmerston Nth,Origin,80Napier,Origin,63Porirua,Origin,55New Plymouth,Origin,55Rotorua,Origin,54Whangarei,Origin,53
