X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1184323.731,4873013.261,545908,,612730,1,,0,0,,West,2019/2020,PAPATOTARA COAST ROAD,DICKENS ROAD SOUTH,,Serious Crash,No,2020,,East,,0,,Flat,,,,,,Bright sun,3193300,0,0,0,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,1,,100,,None,0,0,,73,Southland District,Unknown,,,,,0,0,Open,1,,,Fine,Strong wind
1568971.593,5185304.051,545909,,588102,0,,0,2,,Null,2020/2021,QUEEN ELIZABETH II DRIVE,MAIN NORTH ROAD,,Non-Injury Crash,Yes,2020,,East,,0,,Flat,,,,,,Dark,2508400,0,0,0,5,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,60,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1982565.573,5670250.909,545910,,545500,0,0,0,0,0,East,2020/2021,MARINE PARADE,PAUL STREET,,Non-Injury Crash,No,2020,0,Null,0,0,0,Flat,0,,0,,0,Bright sun,1391000,0,0,0,2,0,0,0,0,1,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,1,0,,29,Wairoa District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1754881.136,5918650.398,545912,,515420,0,0,0,1,0,South,2019/2020,GREAT NORTH ROAD,TUARANGI ROAD,,Non-Injury Crash,No,2020,0,North,0,0,0,Flat,0,,0,,0,Twilight,404700,0,0,0,3,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1773849.345,5446312.81,545913,,567000,0,0,0,1,0,East,2020/2021,RIVER ROAD,GIBBONS STREET,,Non-Injury Crash,Yes,2020,0,West,0,0,0,Flat,0,,0,,0,Bright sun,1907700,0,0,0,2,0,0,0,0,0,,0,1,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,45,Upper Hutt City,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1763850.303,5912799.757,545914,,520500,0,,0,2,,South,2019/2020,MOUNT WELLINGTON HIGHWAY,SOUTH EASTERN OBR,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Overcast,637500,0,0,0,3,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1571381.685,5193148.47,545916,,586501,0,0,0,0,0,North,2019/2020,CHRISTCHURCH NORTHERN MOTORWAY,WAIMAKARIRI RIV BR,,Non-Injury Crash,Yes,2020,0,South,0,0,0,Flat,1,,0,,0,Bright sun,2455505,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Bridge,1-way,Sealed,0,0,0,0,100,0,Off,0,0,50,59,Waimakariri District,Nil,0,0,0,0,0,0,Open,1,0,0,Mist or Fog,Frost
1761242.376,5435819.647,545917,,568602,0,,0,0,,Null,2019/2020,CAMBRIDGE TERRACE,CRESSY STREET,,Non-Injury Crash,No,2020,,West,,0,,Flat,,,,,,Bright sun,1971400,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,46,Lower Hutt City,Give way,,,,,0,0,Urban,1,,,Fine,Null
1300057.99,5006219.868,545918,,608600,0,,0,2,,Null,2019/2020,KAWARAU GORGE ROAD,SH 8B,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,Christmas New Year,,,,Overcast,3031403,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,80,,Off,0,0,,69,Central Otago District,Give way,,,,,0,0,Open,0,,,Fine,Null
1452821.821,5298853.331,545919,,585130,0,0,0,0,0,Null,2019/2020,MACKAY STREET,CARD LANE,,Non-Injury Crash,No,2020,0,West,0,0,0,Flat,0,,1,,0,Bright sun,2407900,0,0,0,2,0,0,0,0,0,,0,0,West Coast Region,Nil,2-way,Sealed,0,0,0,0,30,0,Off,0,0,,56,Grey District,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1762368.023,5913353.694,545921,,520402,0,,0,2,,South,2020/2021,SOUTHERN MOTORWAY,PENROSE OBR,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Overcast,642200,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null
1749376.165,5427074.37,545923,,573101,0,,0,1,,Null,2020/2021,KENT TERRACE,MAJORIBANKS STREET,,Non-Injury Crash,No,2020,,South,,0,,Null,,,,,,Bright sun,2135700,0,0,0,3,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,50,,Off,1,0,,47,Wellington City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1909257.787,5532405.332,545924,,549601,0,0,0,1,0,South,2019/2020,BEACH ROAD,JONES STREET,,Non-Injury Crash,No,2020,0,North,0,0,0,Flat,0,,0,,0,Dark,1527400,0,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,100,1,None,0,0,,32,Central Hawke's Bay District,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1767793.286,5906361.689,545925,,523601,0,,0,0,,Null,2020/2021,BAIRDS ROAD,PRESTON ROAD,,Non-Injury Crash,No,2020,,West,,0,,Flat,,,,,,Overcast,706800,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1693381.731,5676321.842,545926,,551800,0,,0,1,,Null,2019/2020,COURTENAY STREET,GOVER STREET,,Non-Injury Crash,Yes,2020,,East,,0,,Flat,,,,,,Overcast,1593900,0,0,0,3,,,0,,,,,,Taranaki Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,33,New Plymouth District,Traffic Signals,,,,,0,0,Urban,1,,,Fine,Null
1849769.159,5767372.888,545929,,535310,0,0,0,0,0,South,2019/2020,PARAONUI ROAD,TASMAN DRIVE,,Non-Injury Crash,No,2020,0,South,0,0,0,Flat,0,,0,,0,Bright sun,1136100,0,0,0,2,0,0,0,0,1,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,19,South Waikato District,Nil,0,0,0,0,0,0,Urban,2,0,0,Fine,Null
1748656.806,5427429.166,545931,,573101,0,0,0,2,0,Null,2019/2020,EDWARD STREET,VICTORIA STREET,,Non-Injury Crash,No,2020,0,Null,0,0,0,Null,0,,0,,0,Dark,2131300,0,0,0,2,0,0,0,0,1,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,50,0,Null,0,0,,47,Wellington City,Nil,0,0,0,0,0,0,Urban,0,0,0,Null,Null
1745306.282,5919747.945,545933,,513301,0,,0,2,,Null,2019/2020,LINCOLN ROAD,UNIVERSAL DRIVE,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Unknown,230401,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1793324.118,5499594.359,545934,,564232,0,,0,1,,Null,2019/2020,LIVERPOOL STREET,GUILDFORD STREET,,Non-Injury Crash,No,2020,,East,,0,,Flat,,,,,,Bright sun,1872703,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,42,Horowhenua District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1768729.311,5900761.853,545937,,525002,0,,0,2,,Null,2020/2021,WEYMOUTH ROAD,BEAUMONTS WAY,,Non-Injury Crash,No,2020,,East,,0,,Flat,,,,,,Overcast,752801,0,0,0,2,,,0,,,,,,Auckland Region,Bridge,2-way,Sealed,,0,0,,50,,Off,1,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1745109.995,5924401.944,545938,,513431,0,0,0,1,0,Null,2020/2021,HOBSONVILLE ROAD,LUCKENS ROAD,,Non-Injury Crash,No,2020,0,East,0,0,1,Flat,0,,0,,0,Overcast,223702,0,0,0,3,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Give way,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1801617.273,5815818.159,545940,,530100,0,,0,2,,Null,2020/2021,GREY STREET,TE AROHA STREET,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Bright sun,895500,0,0,0,2,,,0,,,,,,Waikato Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,16,Hamilton City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1766212.485,5908426.287,545941,,523402,0,0,0,1,0,South,2020/2021,GILBERT ROAD,KAITAWA STREET,,Non-Injury Crash,No,2020,0,North,0,0,0,Flat,0,,0,,0,Dark,697300,0,0,0,0,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1615062.659,5424032.41,545945,,584201,0,0,0,1,0,North,2019/2020,LOWER QUEEN STREET,STRATFORD STREET,,Non-Injury Crash,No,2020,0,East,0,0,0,Flat,0,,0,,0,Dark,2365300,0,0,0,2,0,0,0,0,0,,0,0,Tasman Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,51,Tasman District,Nil,1,1,0,0,0,0,Urban,0,0,0,Fine,Null
1452754.991,5294945.261,545946,,585140,0,,0,1,,North,2019/2020,MARSDEN ROAD,WILKINSON CRK BR,,Non-Injury Crash,No,2020,,Null,,0,,Null,,,,,,Dark,2413302,0,0,0,2,,,0,,,,,,West Coast Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,56,Grey District,Nil,,,,,0,0,Urban,1,,,Fine,Null
2021061.714,5660948.899,545947,,545304,0,0,0,0,0,South,2020/2021,KINIKINI ROAD,LOCHIEL STREET,,Serious Crash,No,2020,0,South,0,0,0,Hill Road,0,Labour Weekend,0,,0,Dark,1400510,3,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Unsealed,0,0,1,0,50,0,None,0,0,,29,Wairoa District,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1243470.343,4856989.551,545950,,609911,0,,0,0,,West,2020/2021,LORNE DACRE ROAD,TAYLOR ROAD,,Serious Crash,Yes,2020,,East,,0,,Flat,,,,,,Overcast,3091000,0,0,1,2,,,0,,,,,,Southland Region,Nil,2-way,Sealed,,0,1,,100,,On,0,0,,73,Southland District,Nil,,,,,0,0,Open,1,,,Fine,Null
1749894.328,5430779.4,545951,,574500,0,,0,1,,Null,2019/2020,HUTT ROAD,SCHOOL ROAD,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Bright sun,2093600,0,0,0,5,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,47,Wellington City,Give way,,,,,1,0,Urban,0,,,Fine,Null
1757481.746,5444490.493,545952,,571300,0,,0,1,,Null,2019/2020,WARSPITE AVENUE,DRIVER CRESCENT,,Non-Injury Crash,No,2020,,West,,0,,Flat,,,,,,Dark,2065300,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,1,0,,44,Porirua City,Stop,,,,,0,0,Urban,0,,,Fine,Null
1755107.599,5921410.91,545953,,515202,0,0,0,1,0,North,2019/2020,CURRAN STREET,SARSFIELD STREET,,Non-Injury Crash,No,2020,0,North,0,0,0,Hill Road,0,,0,,0,Bright sun,423800,0,0,1,1,0,0,0,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,1,0,Fine,Null
1440902.247,5005926.085,545954,,601020,0,0,0,0,0,Null,2019/2020,CLYDE STREET,DON STREET,,Non-Injury Crash,No,2020,0,North,0,0,1,Flat,0,,0,,0,Dark,2844501,0,0,0,2,0,0,0,0,0,,0,0,Otago Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,68,Waitaki District,Stop,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1754763.052,5925758.409,545956,,508610,0,0,0,1,0,East,2019/2020,PUPUKE ROAD,LYDIA AVENUE,,Non-Injury Crash,No,2020,0,East,0,0,0,Flat,0,,0,,0,Twilight,207900,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,1,0,0,0,0,0,Urban,0,0,0,Fine,Null
1875418.42,5822331.853,545957,,536513,0,0,0,1,0,Null,2019/2020,CAMBRIDGE ROAD,LA CUMBRE CLOSE,,Non-Injury Crash,No,2020,0,East,0,0,1,Flat,0,,0,,0,Bright sun,1190807,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,1,0,,23,Tauranga City,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1563991.639,5179218.195,545958,,587701,0,,0,2,,Null,2020/2021,MAIN SOUTH ROAD,BLENHEIM ROAD,,Non-Injury Crash,No,2020,,West,,0,,Flat,,,,,,Overcast,2479800,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,60,Christchurch City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1768812.716,5900795.748,545960,,525002,0,,0,2,,East,2020/2021,WEYMOUTH ROAD,BEAUMONTS WAY,,Non-Injury Crash,No,2020,,East,,0,,Hill Road,,,,,,Twilight,752802,0,0,0,2,,,0,,,,,,Auckland Region,Overpass,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1798682.525,5816869.948,545961,,528800,0,,0,2,,Null,2020/2021,FOREST LAKE ROAD,MITCHAM AVENUE,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,902902,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,16,Hamilton City,Stop,,,,,0,0,Urban,0,,,Fine,Null
1895841.446,5811906.945,545963,,536653,0,,0,1,,West,2020/2021,TE PUKE HIGHWAY,RANGIURU ROAD,,Serious Crash,No,2021,,East,,0,,Flat,,,,,,Dark,1210100,0,0,0,2,,,0,,,1,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,1,,70,,On,0,0,,22,Western Bay of Plenty District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1754180.337,5433905.348,545964,,573526,0,0,0,1,0,West,2019/2020,HUTT ROAD,SERVICE STN NTH,,Non-Injury Crash,Yes,2020,0,North,0,0,0,Flat,1,,0,,0,Dark,2077503,0,0,0,5,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,On,0,0,,47,Wellington City,Nil,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1877046.027,5825172.066,545967,35,537202,0,0,0,1,0,West,2019/2020,GRANGE ROAD,HILLCREST ROAD,,Non-Injury Crash,No,2020,0,East,0,0,0,Hill Road,0,,0,,0,Overcast,1158200,0,0,0,2,0,0,0,0,0,,0,1,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,23,Tauranga City,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
2035783.474,5709601.355,545968,,544300,0,,0,1,,Null,2019/2020,GLADSTONE ROAD,ABBOTT STREET,,Non-Injury Crash,No,2020,,East,,0,,Flat,,,,,,Bright sun,1366800,0,0,0,1,,,0,,,,,,Gisborne Region,Nil,1-way,Sealed,,0,0,,50,,Off,1,0,,28,Gisborne District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1876123.319,5824069.921,545971,,537301,0,,0,1,,North,2020/2021,WARWICK PLACE,THE DRIVE,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,1160901,0,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,23,Tauranga City,Nil,,,,,0,0,Urban,1,,,Fine,Null
1786012.652,5748723.541,545972,,531731,0,0,0,1,0,South,2020/2021,SH 3,MARAETAUA ROAD,,Serious Crash,Yes,2021,0,North,0,0,0,Hill Road,1,,0,,0,Dark,1011000,3,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,1,0,100,0,None,1,0,,20,Waitomo District,Unknown,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1779685.931,5926676.594,545973,,520801,0,0,0,0,0,Null,2019/2020,RATA STREET,MOA AVENUE,,Non-Injury Crash,No,2020,0,East,0,0,1,Flat,0,,0,,0,Dark,516301,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,0,0,0,2,0,0,Urban,1,0,0,Fine,Null
1813080.51,5516834.617,545975,,563801,0,0,0,1,0,East,2020/2021,MAKERUA ROAD,TAWA STREET,,Non-Injury Crash,Yes,2020,0,North,0,0,0,Flat,0,,0,,0,Dark,1853203,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,42,Horowhenua District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1655910.795,5306770.791,545976,,581400,0,0,0,2,0,South,2020/2021,BEACH ROAD,HAWTHORNE ROAD,,Non-Injury Crash,Yes,2020,0,North,0,0,0,Flat,0,,0,,0,Bright sun,2312801,0,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,54,Kaikoura District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1764388.124,5908750.677,545977,,521901,0,,0,3,,North,2020/2021,GREAT SOUTH ROAD,BEATTY STREET,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Overcast,785500,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1863738.548,5726089.778,545978,,541335,0,,0,0,,South,2020/2021,ORUANUI ROAD,PUKEKIORE ROAD,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,1278201,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,21,Taupo District,Unknown,,,,,0,0,Open,1,,,Fine,Null
1440251.85,5003688.022,545979,,601030,0,0,0,2,0,West,2020/2021,ITCHEN STREET,TYNE STREET,,Non-Injury Crash,No,2020,0,West,0,0,0,Flat,0,,0,,0,Bright sun,2842000,0,0,0,2,0,0,0,0,1,,0,0,Otago Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,68,Waitaki District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1763011.315,5449223.614,545981,,565601,0,0,0,1,0,East,2020/2021,FERNHILL DRIVE,FLIGHTYS ROAD,,Non-Injury Crash,No,2020,0,West,0,0,0,Hill Road,0,,0,,0,Dark,2071902,0,0,0,0,0,0,0,1,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,60,0,None,0,0,,44,Porirua City,Unknown,0,0,0,1,0,0,Urban,0,0,0,Fine,Frost
1766000.544,5900588.596,545984,,524711,0,,0,2,,Null,2020/2021,ROSCOMMON ROAD,WORDSWORTH ROAD,,Non-Injury Crash,No,2020,,South,,0,,Flat,,Labour Weekend,,,,Bright sun,774505,0,0,0,1,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1745376.678,5918957.266,545985,,513302,0,,0,1,,East,2020/2021,MOSELLE AVENUE,LINCOLN ROAD,,Non-Injury Crash,No,2020,,East,,0,,Null,,,,,,Unknown,230701,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Null,,0,0,,50,,Null,1,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Null,Null
1776482.606,5449449.618,545986,,566610,0,0,0,1,1,West,2021/2022,AKATARAWA ROAD,CEMETERY EXIT,,Serious Crash,No,2021,0,West,0,0,0,Hill Road,0,,0,,0,Overcast,1912200,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,1,0,50,0,None,0,0,,45,Upper Hutt City,Nil,0,1,0,0,0,0,Urban,0,0,0,Light rain,Null
1568861.442,5176580.59,545987,,594900,0,,0,1,,Null,2020/2021,LYTTELTON STREET,SPARKS ROAD,,Serious Crash,No,2021,,North,,0,,Flat,,,,,,Bright sun,2637100,0,0,1,2,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,60,Christchurch City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1689135.078,5675987.977,545988,,551400,0,0,0,1,0,East,2020/2021,CENTENNIAL DRIVE,PORT VIEW CRESCENT,,Non-Injury Crash,No,2020,0,South,0,0,0,Null,0,,0,,0,Unknown,1585000,0,0,0,0,0,0,0,0,1,,0,0,Taranaki Region,Nil,Null,Null,0,0,0,0,,0,Null,1,0,,33,New Plymouth District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Null,Null
1781675.091,5616909.349,545989,,558300,0,0,0,1,0,North,2019/2020,MORIKAU ROAD,WHANGANUI RIVER ROAD,,Fatal Crash,No,2020,0,South,1,1,0,Hill Road,0,,0,,0,Dark,1687900,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Unsealed,0,0,1,0,100,0,None,0,0,,37,Whanganui District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1804503.181,5813716.577,545992,,530800,0,0,0,1,0,Null,2019/2020,CAMBRIDGE ROAD,MORRINSVILLE ROAD,,Non-Injury Crash,Yes,2020,0,South,0,0,0,Flat,1,Easter,0,,0,Dark,884300,0,0,0,4,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,60,0,On,0,0,,16,Hamilton City,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1348509.292,4874427.267,545995,,607400,0,,0,2,,South,2020/2021,CHARLOTTE STREET,ELIZABETH STREET,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,2992900,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,72,Clutha District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1767200.767,5904112.516,545996,,524604,0,,0,2,,East,2020/2021,MANUKAU STATION ROAD,DAVIES AVENUE,,Non-Injury Crash,No,2020,,East,,0,,Null,,,,,,Unknown,780204,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Null,Null
1776674.995,5883692.362,545997,,521160,0,,0,2,,Null,2020/2021,PORTSMOUTH ROAD,BARBER ROAD,,Serious Crash,No,2021,,West,,0,,Hill Road,,,,,,Bright sun,814900,1,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,100,,None,0,0,,76,Auckland,Stop,,,,,0,0,Open,0,,,Fine,Null
1763330.168,5915811.558,545998,,520302,0,0,0,0,0,South,2020/2021,LUNN AVENUE,NGAHUE DRIVE,,Non-Injury Crash,No,2020,0,South,0,0,0,Null,0,,0,,0,Unknown,625400,0,0,0,0,1,0,0,0,0,,0,0,Auckland Region,Nil,Null,Null,0,0,0,0,,0,Null,1,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Null,Null
1569599.611,5179161.866,545999,,591500,1,,0,0,,Null,2020/2021,MOORHOUSE AVENUE,WALLER TERRACE,,Serious Crash,No,2021,,West,,0,,Flat,,,,,,Bright sun,2647700,0,0,0,4,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,60,Christchurch City,Nil,,,,,0,0,Urban,1,,,Fine,Null
1407114.165,4918574.239,546000,,603601,0,0,0,2,0,Null,2020/2021,CUMBERLAND STREET NORTH,HOWE STREET,,Non-Injury Crash,Yes,2020,0,South,0,0,1,Flat,0,,0,,0,Dark,2865602,0,0,0,2,0,0,0,0,0,,0,0,Otago Region,Nil,1-way,Sealed,0,0,0,0,50,0,On,0,0,,71,Dunedin City,Traffic Signals,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1818676.669,5528667.031,546002,,562720,0,0,0,1,0,East,2020/2021,CLARKE AVENUE,AMBERLEY AVENUE,,Non-Injury Crash,No,2020,0,East,0,0,1,Flat,0,,0,,0,Dark,1819303,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,40,Palmerston North City,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1757614.744,5913583.691,546003,,518702,1,,0,0,,West,2020/2021,MOUNT ALBERT ROAD,PAH ROAD,,Non-Injury Crash,No,2020,,West,,0,,Flat,,,,,,Bright sun,567600,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null
1571279.62,5178335.625,546005,,594600,0,,0,1,,West,2021/2022,BROUGHAM STREET,BRISBANE STREET,,Serious Crash,Yes,2021,,East,,0,,Flat,,,,,,Twilight,2619100,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,1-way,Sealed,,0,1,,60,,On,0,0,,60,Christchurch City,Nil,,,,,0,0,Urban,2,,,Fine,Strong wind
1571077.501,5181271.413,546006,,591700,0,0,0,1,0,East,2020/2021,BEALEY AVENUE,DOLLANS LANE,,Non-Injury Crash,No,2020,0,West,0,0,0,Flat,0,,0,,0,Dark,2654900,0,0,0,6,0,0,0,0,0,,1,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,60,Christchurch City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1760306.989,5922626.762,546007,,509400,1,,0,1,,Null,2020/2021,VICTORIA ROAD,KERR STREET,,Serious Crash,No,2021,,South,,0,,Flat,,,,,,Dark,329500,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
