name,parent,value
Origin,,Auckland,Origin,1600,Christchurch,Origin,377,Wellington,Origin,215,Hamilton,Origin,169,Tauaranga,Origin,135,Lower Hutt,Origin,105,Dunedin,Origin,104,Palmerston Nth,Origin,80,Napier,Origin,63,Porirua,Origin,55,New Plymouth,Origin,55,Rotorua,Origin,54,Whangarei,Origin,53
