X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1327841.1162,4910705.2817,241111,,607502,0,,0,0,,North,2018/2019,RONGAHERE ROAD,BUSH ROAD,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Bright sun,3011601,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,None,1,0,,72,Clutha District,Nil,,,,,0,0,Open,1,,,Fine,Null
1498524.6414,5137193.9989,241112,,597860,0,0,0,1,0,West,2018/2019,01S-0430,ASHBURTON RIV BR,,Serious Crash,Yes,2019,0,North,0,0,0,Flat,1,,0,,0,Dark,2739400,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,1,0,50,0,On,0,0,,63,Ashburton District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Mist or Fog,Null
1768082.7492,5881051.3913,241113,,525921,0,,0,1,,Null,2019/2020,HELVETIA ROAD,VICTORIA STREET,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Overcast,821800,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
1805681.2865,5447672.9997,241114,,579900,0,0,0,1,0,Null,2018/2019,BIDWILLS CUTTING ROAD,KEMPTONS LINE,,Non-Injury Crash,No,2019,0,South,0,0,0,Flat,0,,0,,0,Dark,2267400,0,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,Null,0,0,,50,South Wairarapa District,Give way,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1631797.0088,5282200.9358,241115,,585601,0,0,0,1,0,South,2018/2019,01S-0195,BUNTINGS CRK CV,,Non-Injury Crash,Yes,2019,0,North,0,0,1,Flat,0,,0,,0,Bright sun,2431400,0,0,0,2,0,0,0,1,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,58,Hurunui District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1346130.2404,4908155.3247,241116,65,607502,0,,0,1,,West,2018/2019,008-0417,CLARKS FLAT ROAD,,Non-Injury Crash,Yes,2019,,West,,0,,Hill Road,,,,,,Bright sun,3007300,0,0,0,1,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,72,Clutha District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1794730.3042,5500164.1252,241117,,564240,0,0,0,2,0,Null,2018/2019,VINCENT DRIVE,GUY AVENUE,,Non-Injury Crash,No,2018,0,East,0,0,0,Flat,0,Christmas New Year,0,,0,Bright sun,1867006,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,42,Horowhenua District,Give way,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1742887.0974,5921438.8282,241118,,513631,0,0,0,2,0,West,2018/2019,DON BUCK RD,GALLONY AVENUE,,Non-Injury Crash,No,2019,0,East,0,0,0,Hill Road,0,,0,,0,Dark,227101,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1768526.9655,5736523.4159,241119,,531720,0,0,0,1,0,East,2018/2019,003-0103,WALL ROAD,,Non-Injury Crash,Yes,2018,0,South,0,0,0,Hill Road,1,,0,,0,Bright sun,1017500,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,20,Waitomo District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1451812.0293,5297518.4498,241120,,585140,0,,0,2,,Null,2018/2019,RALEIGH STREET,COWPER STREET,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Bright sun,2410002,0,0,0,2,,,0,,,,,,West Coast Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,56,Grey District,Stop,,,,,0,0,Urban,0,,,Fine,Null
1891454.9451,5821646.9441,241121,,536201,0,0,0,2,0,West,2018/2019,DICKSON ROAD,DALTON DRIVE,,Non-Injury Crash,No,2019,0,West,0,0,0,Flat,0,,0,,0,Overcast,1204711,0,0,0,2,0,0,0,0,1,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,23,Tauranga City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1767065.9849,5471080.1471,241122,,565903,0,,0,2,,Null,2018/2019,KAPITI ROAD,MACLEAN STREET,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Twilight,2002600,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,43,Kapiti Coast District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1834942.9201,5874315.1021,241123,,533603,0,,0,0,,South,2019/2020,O'NEIL ROAD,PAEROA KOPU ROAD,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Overcast,1058400,1,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Unsealed,,0,0,,50,,None,1,0,,11,Thames-Coromandel District,Nil,,,,,0,0,Urban,1,,,Fine,Null
1768283.7369,5906417.8847,241124,,523711,0,0,0,1,0,South,2018/2019,DAWSON RD (OTARA) (SW),HAUMIA WAY,,Non-Injury Crash,No,2019,0,South,0,0,1,Flat,0,Easter,0,,0,Dark,712902,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1554627.0159,5175734.4369,241125,,587904,0,,0,3,,West,2018/2019,01S-0350/01.87,ROBINSONS ROAD,,Non-Injury Crash,Yes,2019,,South,,0,,Flat,,,,,,Bright sun,2493300,0,0,0,2,,,0,,,,,,Canterbury Region,Nil,1-way,Sealed,,0,0,,80,,Off,0,0,60,62,Selwyn District,Unknown,,,,,1,0,Open,1,,,Fine,Null
1490826.8644,5377729.7801,241126,,584410,0,,0,1,,South,2018/2019,SH 67,BLACKBURN ROAD,,Non-Injury Crash,Yes,2019,,West,,0,,Flat,,Easter,,,,Dark,2387601,0,0,0,2,,,0,,,,,,West Coast Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,55,Buller District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1565126.6683,5180203.9236,241127,,590100,0,,0,2,,North,2018/2019,PEER STREET,SH 73,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Bright sun,2542100,0,0,0,5,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,60,Christchurch City,Nil,,,,,0,0,Urban,0,,,Fine,Null
2037082.1317,5708534.1808,241128,,544600,0,0,0,1,0,North,2019/2020,GLADSTONE ROAD,DERBY STREET,,Minor Crash,No,2019,0,South,0,0,0,Flat,0,,0,,0,Overcast,1372800,1,0,0,2,0,0,0,0,1,,0,0,Gisborne Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,28,Gisborne District,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1761742.9732,5906562.7773,241129,,524112,0,0,0,1,0,Null,2018/2019,MASSEY ROAD,MASSEY OFF RAMP,,Non-Injury Crash,No,2019,0,East,0,0,0,Flat,1,,0,,0,Unknown,742300,0,0,0,6,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1760270.9,5434713.9999,241130,,568702,0,,0,2,,West,2019/2020,WHITES LINE EAST,HAWKINS STREET,,Minor Crash,No,2019,,East,,0,,Flat,,,,,,Dark,1977400,2,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,46,Lower Hutt City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1796629.2609,5819864.3552,241131,,528403,0,,0,2,,Null,2018/2019,THE BASE PARADE,MAAHANGA DRIVE,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Bright sun,907500,0,0,0,2,,,0,,,,,,Waikato Region,Nil,1-way,Sealed,,0,0,,50,,None,0,0,20,16,Hamilton City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1748607.4208,5427935.2087,241132,,573000,0,0,0,1,0,East,2019/2020,BOULCOTT STREET,GILMER TERRACE,,Serious Crash,No,2020,0,East,0,0,1,Hill Road,0,,0,,0,Overcast,2127200,0,0,0,2,0,0,0,0,0,,0,1,Wellington Region,Nil,2-way,Sealed,0,0,1,0,50,0,Off,0,0,,47,Wellington City,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1826266.4184,5553934.0051,241133,,560422,0,1,0,0,0,North,2019/2020,CHELTENHAM HUNTERVILLE ROAD,BALACLAVA STREET,,Non-Injury Crash,Yes,2019,0,North,0,0,0,Flat,0,,0,,0,Overcast,1761100,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Bridge,2-way,Sealed,0,0,0,0,100,0,None,0,0,,39,Manawatu District,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null
1916237.3646,5806462.1281,241134,,536654,0,0,0,0,0,Null,2019/2020,SH 2,WAITAHANUI LANE,,Non-Injury Crash,Yes,2019,0,Null,1,0,0,Hill Road,0,,0,,0,Bright sun,1213200,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Unsealed,0,0,0,0,100,0,Null,1,0,,22,Western Bay of Plenty District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1406341.8451,4916587.3142,241135,,602900,0,,0,2,,Null,2019/2020,BURLINGTON STREET,QUEENS GARDENS,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Twilight,2895300,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,On,0,1,,71,Dunedin City,Traffic Signals,,,,,0,0,Open,0,,,Fine,Null
1870520.5274,5820215.1654,241136,,536620,0,0,0,1,0,North,2018/2019,CRAWFORD ROAD,JUNCTION ROAD,,Non-Injury Crash,No,2019,0,North,0,0,1,Flat,0,,0,,0,Dark,1189800,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,22,Western Bay of Plenty District,Unknown,0,0,0,0,0,0,Open,0,0,0,Heavy rain,Null
1803142.65,5871888.5577,241137,,527221,0,,0,1,,West,2018/2019,002-0018,HEAVEN ROAD,,Non-Injury Crash,Yes,2019,,East,,0,,Flat,,,,,,Dark,933700,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,90,,On,0,0,,13,Waikato District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1811269.5265,5813726.062,241138,,527004,0,,0,1,,Null,2019/2020,TAUWHARE ROAD,HOEKA ROAD,,Non-Injury Crash,No,2019,,South,,0,,Flat,,,,,,Overcast,957000,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Off,1,0,,13,Waikato District,Stop,,,,,0,0,Open,0,,,Fine,Null
1756945.6815,5916410.5524,241139,,518202,0,,0,1,,Null,2018/2019,MOUNT EDEN ROAD,FAIRVIEW ROAD,,Non-Injury Crash,No,2019,,North,,0,,Hill Road,,,,,,Overcast,551000,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Heavy rain,Null
1751260.7587,5914001.3874,241140,,514402,0,,0,3,,South,2018/2019,WOLVERTON ST,LANSFORD CRESCENT,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Dark,379500,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1748928.2821,5425983.9512,241141,,576500,0,,0,1,,South,2018/2019,ADELAIDE ROAD,KING STREET,,Non-Injury Crash,No,2019,,South,,0,,Flat,,,,,,Bright sun,2148202,0,0,0,3,,,0,,,,,,Wellington Region,Nil,2-way,Null,,0,0,,50,,Off,0,0,,47,Wellington City,Nil,,,,,0,0,Urban,1,,,Fine,Null
1765326.7895,5906689.8875,241142,45,522202,0,,0,2,,North,2019/2020,KOLMAR RD,WESTON AVENUE,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Dark,663600,3,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,40,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Light rain,Null
1749112.4467,5426451.9589,241143,,573101,0,,1,1,,Null,2019/2020,KENT TERRACE,ELLICE STREET,,Non-Injury Crash,Yes,2019,,South,,0,,Flat,,,,,,Overcast,2137000,0,0,0,3,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,1,,47,Wellington City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1882821.296,5826573.7461,241144,,536821,0,,0,2,,North,2020/2021,NEWTON STREET,HEWLETTS ROAD,,Minor Crash,No,2020,,North,,0,,Flat,,,,,,Overcast,1204100,1,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,23,Tauranga City,Nil,,,,,0,0,Urban,0,,,Light rain,Null
1300286.5904,5006108.1417,241145,,608600,0,,0,2,,Null,2019/2020,SH 8B,SARGOOD ROAD,,Non-Injury Crash,Yes,2020,,North,,0,,Flat,,,,,,Overcast,3031403,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,69,Central Otago District,Give way,,,,,0,0,Urban,0,,,Fine,Null
1931914.861,5617701.9233,241146,,547100,0,,0,1,,South,2019/2020,GLOUCESTER STREET,GUPPY ROAD,,Non-Injury Crash,No,2019,,West,,0,,Null,,,,,,Bright sun,1456501,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,31,Napier City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1934813.3889,5620791.5142,241147,,546600,0,,0,1,,South,2019/2020,TARADALE ROAD,ALPERS TERRACE,,Non-Injury Crash,Yes,2019,,North,,0,,Flat,,,,,,Bright sun,1437200,0,0,0,2,,,0,,,,,,Hawke's Bay Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,31,Napier City,Nil,,,,,0,0,Urban,1,,,Fine,Null
1853840.8164,5790237.4928,241148,,535232,0,0,0,0,0,East,2019/2020,005-0008,FITZGERALD GLADE CAFE,,Non-Injury Crash,Yes,2019,0,East,0,0,0,Flat,0,,0,,0,Dark,1127701,0,0,0,2,0,0,0,0,0,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,19,South Waikato District,Unknown,0,0,0,1,3,0,Open,0,0,0,Light rain,Null
1765468.2872,5908810.0218,241149,,523403,0,0,0,2,0,Null,2018/2019,HIGHBROOK DRIVE ON RAMP,HIGHBROOK DRIVE,,Non-Injury Crash,No,2019,0,North,0,0,0,Hill Road,1,,0,,0,Dark,700100,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Motorway ramp,1-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Traffic Signals,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1579510.0901,5218103.5539,241150,,585803,0,0,0,1,0,Null,2018/2019,HURSLEY TERRACE ROAD,ASHWORTHS ROAD,,Non-Injury Crash,No,2019,0,North,1,0,0,Flat,0,,0,,0,Bright sun,2442103,0,0,0,2,0,0,0,1,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,58,Hurunui District,Give way,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1767027.3109,5904503.6242,241151,,524604,0,,0,1,,Null,2019/2020,RONWOOD AVENUE,DAVIES AVENUE,,Non-Injury Crash,No,2019,,East,,0,,Null,,,,,,Unknown,780209,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Null,Null
1449372.1554,5113066.8151,241152,,598312,0,0,0,1,0,West,2019/2020,GERALDINE-FAIRLIE HIGHWAY,TOWNSEND ROAD,,Non-Injury Crash,Yes,2020,0,West,0,0,1,Hill Road,0,,0,,0,Bright sun,2758600,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,64,Timaru District,Stop,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1795403.699,5516623.8059,241153,,561500,0,,0,1,,East,2019/2020,AVENUE ROAD,BAKER STREET,,Non-Injury Crash,No,2019,,East,,0,,Flat,,,,,,Dark,1785401,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,80,,None,0,0,,42,Horowhenua District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1842383.2911,5601765.3478,241154,,559220,0,0,0,1,1,South,2019/2020,SH 1,RAUMA ROAD,,Non-Injury Crash,Yes,2020,0,South,0,0,0,Flat,0,,0,,0,Dark,1746200,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Unsealed,0,0,0,0,100,0,None,0,0,30,38,Rangitikei District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1704224.2374,5665234.6473,241155,,552800,0,,0,2,,East,2019/2020,RATA STREET,CUTFIELD STREET,,Non-Injury Crash,Yes,2020,,East,,0,,Flat,,,,,,Bright sun,1604200,0,0,0,2,,,0,,,,,,Taranaki Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,33,New Plymouth District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1402264.6339,4922853.3237,241156,,602500,0,0,0,0,0,South,2019/2020,FLAGSTAFF-WHARE FLAT ROAD,ROLLINSONS ROAD,,Non-Injury Crash,No,2019,0,North,1,0,0,Hill Road,0,,0,,0,Bright sun,2978800,0,0,0,2,0,0,0,0,0,,0,0,Otago Region,Nil,2-way,Unsealed,0,0,0,0,100,0,None,0,0,,71,Dunedin City,Nil,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1620750.274,6124146.1581,241157,55,500208,0,,0,2,,Null,2019/2020,FAR NORTH ROAD,WAIPAPAKAURI DOMAIN ROAD,,Non-Injury Crash,Yes,2020,,West,,0,,Flat,,,,,,Bright sun,12300,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,100,,None,0,0,,1,Far North District,Nil,,,,,0,0,Open,0,,,Fine,Null
1754974.8216,5920370.8618,241158,,515301,0,0,0,0,0,South,2019/2020,JOHN STREET,POMPALLIER TERRACE,,Non-Injury Crash,No,2019,0,South,0,0,0,Flat,0,,0,,0,Bright sun,428600,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,None,1,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1753618.6632,5929345.0167,241159,,508420,0,,0,1,,North,2019/2020,GLENFIELD ROAD,WAIRAU ROAD,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,183201,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Unknown,,,,,1,0,Urban,0,,,Fine,Null
1461169.1137,5081328.4697,241160,,599800,0,0,0,1,0,East,2018/2019,QUEEN STREET (TU),EDWARD ST,,Non-Injury Crash,No,2019,0,West,0,0,0,Flat,0,,0,,0,Bright sun,2802300,0,0,0,2,0,0,0,0,1,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,64,Timaru District,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1752724.0541,5918515.0421,241161,,515002,0,,0,2,,Null,2018/2019,TUI STREET,MOA ROAD,,Non-Injury Crash,No,2019,,South,,0,,Flat,,,,,,Dark,397300,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Light rain,Null
1928695.89,5609917.5792,241162,,545710,0,0,0,1,0,East,2019/2020,RAUPARE ROAD,EVENDEN ROAD,,Minor Crash,No,2019,0,North,1,0,0,Flat,0,,0,,0,Overcast,1470700,2,0,0,2,0,0,0,0,0,,0,0,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,30,Hastings District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1410123.5772,4929312.4574,241163,,601603,0,,0,1,,Null,2018/2019,DUNEDIN NORTHERN MOTORWAY,DONALDS HILL ROAD,,Non-Injury Crash,Yes,2018,,North,,0,,Flat,,,,,,Overcast,2859000,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,100,,Off,1,0,,71,Dunedin City,Stop,,,,,0,0,Open,0,,,Mist or Fog,Null
1753987.1535,5918275.3222,241164,,515432,0,,0,2,,West,2019/2020,016-0000/00.76-I,ST LUKES ROAD OFF RAMP,,Non-Injury Crash,Yes,2019,,West,,0,,Flat,,,,,,Overcast,405400,0,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,On,0,0,,76,Auckland,Unknown,,,,,0,0,Open,1,,,Fine,Null
1755468.9648,5920509.8443,241165,,515302,0,,1,0,,Null,2019/2020,PONSONBY ROAD,POMPALLIER TERRACE,,Non-Injury Crash,No,2019,,North,,0,,Flat,,,,,,Overcast,430000,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,40,,Off,0,0,,76,Auckland,Nil,,,,,1,0,Urban,0,,,Fine,Null
1767265.2695,5463857.7187,241166,,566102,0,,1,0,,North,2019/2020,SH 1,WHAREROA ROAD ON RAMP,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Bright sun,2007702,0,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,100,,Off,1,0,,43,Kapiti Coast District,Nil,,,,,0,0,Open,0,,,Fine,Null
1773299.4262,5901859.633,241167,,523813,0,0,0,1,0,East,2019/2020,ALFRISTON ROAD,MILL ROAD,,Non-Injury Crash,No,2020,0,West,0,0,0,Flat,0,,0,,0,Dark,761000,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,80,0,None,0,0,,76,Auckland,Unknown,0,0,0,1,0,0,Open,0,0,0,Fine,Null
1807821.5167,5871877.0234,241168,,533901,0,,0,1,,South,2019/2020,002-0034,SH 25,,Minor Crash,Yes,2019,,South,,0,,Flat,,,,,,Bright sun,1069200,1,0,1,2,,,0,,,,,,Waikato Region,Nil,1-way,Sealed,,0,0,,90,,Off,0,0,,12,Hauraki District,Nil,,,,,0,0,Open,0,,,Fine,Null
1753937.3091,5934645.0042,241169,,508704,0,,0,2,,South,2019/2020,EAST COAST RD (TAKA/GLENFIELD/E.C,MULGAN WAY,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Overcast,179134,2,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Strong wind
1679578.8136,5404594.4122,241170,,581220,0,,0,2,,Null,2019/2020,PITCHILL STREET,GIRLING AVENUE,,Non-Injury Crash,No,2019,,West,,0,,Null,,,,,,Bright sun,2294100,0,0,0,2,,,0,,,,,,Marlborough Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,53,Marlborough District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1740378.5075,5927623.3906,241171,,505604,0,,0,1,,West,2018/2019,016-0019/02.17,OLD NORTH ROAD,,Non-Injury Crash,Yes,2018,,North,,0,,Hill Road,,,,,,Dark,214501,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,On,0,0,,76,Auckland,Unknown,,,,,1,0,Open,0,,,Light rain,Null
1944753.0367,5786519.7912,241172,,542530,0,0,0,1,0,Null,2018/2019,WHITE PINE BUSH ROAD,FERMAH ROAD,,Non-Injury Crash,Yes,2019,0,East,0,0,1,Flat,0,,0,,0,Bright sun,1298404,0,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,25,Whakatane District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1823479.7322,5463240.6236,241173,,578700,0,,0,1,,West,2018/2019,RENALL STREET,CHAPEL STREET,,Non-Injury Crash,No,2019,,East,,0,,Flat,,,,,,Overcast,2237100,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,1,0,,48,Masterton District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1880901.1441,5775338.43,241174,,539100,0,0,0,1,1,North,2019/2020,MOUNTAIN ROAD,"CLAYTON ROAD&CR;&LF;",,Minor Crash,No,2019,0,North,0,0,0,Hill Road,0,,0,,0,Bright sun,1264404,2,0,0,2,0,0,0,0,0,,0,0,Bay of Plenty Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,24,Rotorua District,Unknown,0,0,0,1,0,0,Urban,0,0,0,Fine,Null
1765804.7718,5917267.3133,241175,,517001,1,,0,1,,North,2019/2020,HEATHERBANK ST,EPPING ST,,Minor Crash,No,2019,,East,,0,,Flat,,,,,,Bright sun,475200,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Unknown,,,,,0,0,Urban,0,,,Fine,Null
1767625.0863,5901660.027,241176,,524720,0,0,0,1,0,Null,2019/2020,GIBBS ROAD,JELLICOE ROAD,,Non-Injury Crash,No,2019,0,South,0,0,0,Flat,0,,0,,1,Dark,779900,0,0,0,2,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1257934.8658,5004508.2986,241177,,609304,0,,1,1,,Null,2019/2020,BRECON STREET,ISLE STREET,,Non-Injury Crash,No,2019,,North,,0,,Hill Road,,,,,,Dark,3033000,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,70,Queenstown-Lakes District,Give way,,,,,0,0,Urban,0,,,Fine,Null
