X,Y,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB
1756017.7252,5917305.1463,240894,,518201,0,,0,1,,Null,2019/2020,DOMINION ROAD,BELLWOOD AVENUE,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Overcast,547800,0,1,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Light rain,Null
1766251.4767,5907530.3194,240895,,523402,0,,0,2,,North,2020/2021,SOUTHERN MOTORWAY,EAST TAMAKI OBR,,Minor Crash,Yes,2020,,South,,0,,Flat,,,,,,Bright sun,699300,1,0,0,3,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,100,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Fine,Null
1764039.7934,5904258.5833,240896,,524604,0,0,0,1,0,East,2018/2019,020-0000-I,PUHINUI ROAD-SH 20B ON RAMP,,Non-Injury Crash,Yes,2019,0,North,0,0,0,Flat,1,Christmas New Year,0,,0,Bright sun,781100,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Bridge,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1793566.5389,5516728.9647,240897,,561700,0,,0,2,,Null,2020/2021,JOHNSTON STREET,UNION STREET,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Dark,1781602,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,42,Horowhenua District,Stop,,,,,0,0,Urban,0,,,Fine,Null
1766519.0275,5912825.8616,240898,,522920,0,0,0,1,0,South,2020/2021,PAKURANGA HIGHWAY,TI RAKAU DRIVE,,Serious Crash,No,2020,0,West,0,0,0,Flat,0,,0,,0,Dark,683800,0,0,0,4,0,0,0,0,0,,0,1,Auckland Region,Nil,2-way,Unsealed,0,0,1,0,80,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Light rain,Null
1756256.4079,5920889.5,240899,,514101,0,,0,1,,North,2019/2020,NORTHERN MOTORWAY,FANSHAWE OBR,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Dark,432400,0,0,0,4,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,80,,On,1,0,,76,Auckland,Nil,,,,,0,0,Open,0,,,Light rain,Null
1800960.4834,5815585.8641,240900,,529700,0,0,0,1,0,East,2020/2021,CLAUDELANDS ROAD,VICTORIA STREET,,Minor Crash,No,2020,0,West,0,0,0,Flat,0,,1,,0,Overcast,911402,1,0,0,3,0,0,0,0,0,,0,1,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,16,Hamilton City,Nil,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1768775.7288,5905019.6904,240901,,523722,0,,0,1,,Null,2018/2019,ASPIRING AVENUE,HOLLYFORD DRIVE,,Non-Injury Crash,No,2018,,Null,,0,,Flat,,,,,,Dark,716013,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1929908.0942,5604996.3986,240902,,548200,0,,0,2,,Null,2020/2021,QUEEN STREET EAST,RUSSELL STREET NORTH,,Minor Crash,No,2020,,North,,0,,Flat,,,,,,Overcast,1492100,2,0,0,2,,,0,,,,,,Hawke's Bay Region,Rail xing,2-way,Sealed,,0,0,,50,,Off,0,0,,30,Hastings District,Traffic Signals,,,,,0,0,Urban,0,,,Light rain,Null
1879371.1411,5824272.4953,240903,,538201,1,,0,1,,North,2019/2020,GREY STREET,ELIZABETH STREET,,Minor Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,1164800,1,0,0,2,,,0,,,,,,Bay of Plenty Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,23,Tauranga City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1406361.3259,4917534.4333,240904,,603100,0,,0,2,,Null,2020/2021,LONDON STREET,FILLEUL STREET,,Non-Injury Crash,No,2020,,West,,0,,Hill Road,,,,,,Dark,2904100,0,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,71,Dunedin City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1371756.7858,5103007.511,240905,,600323,0,,0,1,,East,2020/2021,TEKAPO-TWIZEL ROAD,MT COOK LOOKOUT ENT,,Serious Crash,Yes,2020,,North,,0,,Flat,,,,,,Bright sun,2814400,2,0,0,1,,,0,,,,,,Canterbury Region,Nil,2-way,Sealed,,0,2,,100,,None,0,0,,65,Mackenzie District,Unknown,,,,,0,0,Open,1,,,Fine,Null
1796393.6796,5820303.3242,240906,,528403,1,,0,0,,Null,2020/2021,TE RAPA ROAD,TE KOWHAI ROAD EAST,,Minor Crash,No,2020,,North,,0,,Flat,,,,,,Bright sun,907500,1,0,0,4,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,60,,Off,1,0,,16,Hamilton City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1760570.0733,5916246.0441,240907,,516003,0,0,0,1,0,North,2020/2021,GREEN LANE EAST,ASCOT AVENUE,,Non-Injury Crash,No,2020,0,East,0,0,0,Flat,0,,0,,0,Dark,494400,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Nil,1,0,0,0,0,0,Urban,0,0,0,Fine,Null
1752444.8091,5918118.4579,240908,,515002,0,,0,0,,Null,2020/2021,GREAT NORTH ROAD,POINT CHEVALIER ROAD,,Minor Crash,No,2020,,East,,0,,Flat,,,,,,Overcast,392500,1,0,0,2,,,0,,,1,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1748572.906,5945412.4992,240909,,506201,0,,0,2,,Null,2019/2020,DAIRY FLAT HIGHWAY,SILVERDALE ON RAMP,,Non-Injury Crash,No,2019,,East,,0,,Flat,,,,,,Overcast,176700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,80,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Open,0,,,Fine,Null
1805969.7805,5557477.1274,240910,,559230,0,0,0,0,0,South,2019/2020,SH 1,MAKIRIKIRI ROAD,,Non-Injury Crash,Yes,2020,0,North,0,0,0,Flat,0,,0,,0,Dark,1732000,0,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,1-way,Sealed,0,0,0,0,100,0,Off,0,0,,38,Rangitikei District,Unknown,0,0,0,1,1,0,Open,0,0,0,Fine,Null
1755433.0823,5674529.9552,240911,25,553001,0,0,0,1,0,South,2020/2021,OHURA ROAD,MANGAOWATA ROAD,,Non-Injury Crash,Yes,2020,0,South,0,0,1,Hill Road,0,,0,,0,Overcast,1624002,0,0,1,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,34,Stratford District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1768977.078,5911280.7583,240912,,523112,0,,0,2,,Null,2020/2021,HARRIS ROAD,NANDINA AVENUE,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,711404,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Give way,,,,,0,0,Urban,0,,,Fine,Null
1711549.8211,5627465.8754,240913,,553500,0,0,0,1,1,North,2019/2020,MOUNTAIN ROAD,TAWHITI ROAD,,Non-Injury Crash,No,2020,0,South,0,0,0,Hill Road,0,,0,,0,Overcast,1639800,0,0,0,2,0,0,0,0,0,,0,0,Taranaki Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,35,South Taranaki District,Nil,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1718586.6054,6044458.4382,240914,,503600,0,,0,1,,Null,2019/2020,OTAIKA ROAD,TAREWA ROAD,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,,,,,Overcast,104400,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,30,2,Whangarei District,Give way,,,,,1,0,Urban,0,,,Fine,Null
1759719.0676,5447404.3178,240915,,565602,0,,0,3,,Null,2020/2021,JAMES COOK DRIVE,JOSEPH BANKS DRIVE,,Non-Injury Crash,No,2020,,North,,0,,Hill Road,,,,,,Dark,2072425,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,44,Porirua City,Give way,,,,,0,0,Urban,0,,,Fine,Null
1776619.5951,5880730.9706,240916,,521160,0,0,0,1,0,North,2018/2019,01N-0461/01.31-D,BEAVER ROAD WEST ON RAMP,,Non-Injury Crash,Yes,2019,0,North,0,0,0,Hill Road,1,,0,,0,Bright sun,827700,0,0,0,2,0,0,1,0,0,,0,0,Auckland Region,Nil,1-way,Sealed,0,0,0,0,100,0,Off,0,0,,76,Auckland,Unknown,0,0,0,0,1,0,Open,0,0,0,Fine,Null
1453375.5028,5298865.2333,240917,,585130,0,0,0,1,0,Null,2018/2019,SMITH STREET,COBDEN BRIDGE,,Non-Injury Crash,Yes,2019,0,East,0,0,0,Hill Road,0,,0,,0,Dark,2406401,0,0,0,2,0,0,0,0,0,,0,0,West Coast Region,Bridge,2-way,Sealed,0,0,0,0,50,0,On,1,0,,56,Grey District,Give way,1,0,0,0,0,0,Urban,0,0,0,Fine,Null
1750702.7361,5913619.9163,240918,,514600,0,0,0,1,0,South,2018/2019,ULSTER RD,WOLVERTON ROAD,,Non-Injury Crash,No,2019,0,North,0,0,0,Hill Road,0,,0,,0,Dark,371700,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1802596.0392,5811806.6927,240919,,529300,0,0,0,2,0,South,2019/2020,DIXON ROAD,WATERFORD ROAD,,Minor Crash,No,2019,0,North,0,0,0,Hill Road,0,,0,,0,Overcast,984509,1,0,0,2,0,0,0,0,1,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,16,Hamilton City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1757232,5921006,240920,,514101,0,,0,2,,Null,2018/2019,LOWER HOBSON ST,CUSTOMS ST WEST,,Non-Injury Crash,No,2018,,South,,0,,Flat,,,,,,Dark,433001,0,0,0,1,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,On,0,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1821348,5530149,240921,,562310,0,,0,2,,Null,2018/2019,FEATHERSTON ST,SH 3,,Non-Injury Crash,Yes,2018,,West,,0,,Flat,,,,,,Dark,1824200,0,0,0,2,,,0,,,,,,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,40,Palmerston North City,Traffic Signals,,,,,0,0,Urban,0,,,Fine,Null
1767694.0184,5905733.1002,240922,,523722,0,,0,2,,East,2019/2020,BOUNDARY ROAD ,PRESTON ROAD ,,Non-Injury Crash,No,2019,,Null,,0,,Null,,,,,,Unknown,715701,0,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Null,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1754315.6831,5442321.2054,240923,,572702,0,,0,2,,North,2019/2020,JOHNSONVILLE PORIRUA MOTORWAY,COLLINS OBR,,Non-Injury Crash,Yes,2019,,South,,0,,Hill Road,,,,,,Bright sun,2053813,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,100,,Off,0,0,70,47,Wellington City,Nil,,,,,0,0,Open,0,,,Fine,Null
1767162.0411,5900111.2673,240924,,525101,0,,0,2,,Null,2019/2020,WEYMOUTH ROAD,MINTON PLACE,,Serious Crash,No,2020,,East,,0,,Flat,,,,,,Overcast,772903,4,0,0,2,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,1,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1762391.9468,5916978.4655,240925,,516301,0,0,0,2,0,South,2019/2020,REMUERA ROAD,WAIATARUA ROAD,,Non-Injury Crash,No,2020,0,East,0,0,0,Hill Road,0,,0,,0,Bright sun,458900,0,0,0,4,0,0,0,0,1,,0,1,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Nil,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1767629.2096,5443006.2822,240926,,567800,0,0,0,0,0,North,2019/2020,EASTERN HUTT ROAD,REYNOLDS BACH DRIVE,,Non-Injury Crash,No,2019,0,South,0,0,1,Flat,0,,0,,0,Dark,1902101,0,0,0,4,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,80,0,On,0,0,,45,Upper Hutt City,Unknown,0,0,0,0,0,0,Open,1,0,0,Fine,Null
1748710.8616,5970041.7474,240927,,505500,0,,1,0,,South,2019/2020,AUCKLAND ROAD,WHITAKER ROAD,,Non-Injury Crash,Yes,2020,,South,,0,,Flat,,Christmas New Year,,,,Bright sun,140500,0,0,0,5,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,60,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,1,,,Fine,Null
1755807.7057,5918041.6733,240928,,517500,0,,0,2,,South,2018/2019,NEW NORTH RD,NEW BOND STREET,,Non-Injury Crash,No,2018,,South,,0,,Flat,,,,,,Overcast,529700,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1926256.9325,5606893.2447,240929,,545761,0,0,0,1,0,North,2018/2019,WILSON ROAD,FOLKESTONE DRIVE,,Non-Injury Crash,No,2019,0,South,0,0,0,Flat,0,Queens Birthday,0,,0,Overcast,1469905,0,0,0,2,0,0,0,0,0,,0,1,Hawke's Bay Region,Nil,2-way,Sealed,0,0,0,0,70,0,Off,0,0,,30,Hastings District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1831230.706,5863709.954,240930,,533901,0,,0,2,,North,2018/2019,002-0061,AWAITI ROAD,,Non-Injury Crash,Yes,2019,,North,,0,,Flat,,Queens Birthday,,,,Overcast,1066100,0,0,0,2,,,0,,,,,,Waikato Region,Nil,2-way,Sealed,,0,0,,100,,Off,1,0,,12,Hauraki District,Unknown,,,,,0,0,Open,0,,,Fine,Null
1766356.6849,5912864.561,240931,,522920,0,,0,0,,West,2018/2019,SOUTH EASTERN HWAY (WESTBOUND),TI RAKAU DRIVE,,Non-Injury Crash,No,2019,,West,,0,,Flat,,,,,,Bright sun,683800,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,80,,Off,0,0,,76,Auckland,Unknown,,,,,0,0,Open,0,,,Fine,Null
1458732.7295,5080840.223,240932,,598201,0,0,0,1,0,East,2019/2020,ROCKDALE ROAD,FAIRVIEW ROAD,,Minor Crash,No,2019,0,East,1,0,0,Flat,0,,0,,0,Twilight,2777100,1,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Nil,2-way,Sealed,0,0,0,0,80,0,None,0,0,,64,Timaru District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Frost
1764107.8819,5911446.1679,240933,,520500,0,0,0,1,0,North,2018/2019,MT WELLINGTON HIGHWAY,RYBURN ROAD,,Non-Injury Crash,No,2018,0,South,0,0,1,Flat,0,,0,,0,Overcast,637900,0,0,0,4,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1720062.3965,6050004.0613,240934,,502202,0,,0,2,,South,2019/2020,KIRIPAKA ROAD,SPEDDING ROAD,,Non-Injury Crash,No,2020,,North,,0,,Flat,,,,,,Bright sun,87000,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,2,Whangarei District,Nil,,,,,0,0,Urban,0,,,Null,Null
1789863.519,5427308.813,240935,,579803,0,0,0,0,0,Null,2019/2020,KAHUTARA ROAD,EAST WEST ACCESS ROAD,,Minor Crash,No,2020,0,North,1,0,0,Flat,0,,0,,0,Bright sun,2271000,1,0,0,2,0,0,0,0,0,,0,0,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,50,South Wairarapa District,Stop,0,1,0,0,0,0,Open,1,0,0,Mist or Fog,Frost
1797619.0082,5818989.4102,240936,,528403,0,0,0,1,0,South,2019/2020,TE RAPA ROAD (NORTH BOUND),NORTHWAY STREET,,Minor Crash,No,2019,0,North,0,0,0,Flat,0,,0,,0,Bright sun,907700,2,0,0,4,0,0,0,0,1,,0,0,Waikato Region,Nil,2-way,Sealed,0,0,0,0,60,0,Off,0,0,,16,Hamilton City,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1765554.1836,5461385.1921,240937,,566200,0,,0,1,,West,2019/2020,01N-1023/08.22,SANG SUE GARDENS,,Non-Injury Crash,Yes,2019,,East,,0,,Flat,,,,,,Overcast,2007900,0,0,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,80,,None,1,0,,43,Kapiti Coast District,Unknown,,,,,0,0,Open,0,,,Light rain,Strong wind
1749004.6429,5427399.6927,240938,,573101,0,,0,1,,Null,2018/2019,WAKEFIELD STREET,TARANAKI STREET,,Non-Injury Crash,No,2019,,East,,0,,Flat,,,,,,Bright sun,2133100,0,0,0,3,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,None,0,0,,47,Wellington City,Traffic Signals,,,,,1,0,Urban,0,,,Fine,Null
1763960.2565,5909933.8316,240939,,521901,0,0,0,2,0,South,2018/2019,STATION RD ,GREAT SOUTH ROAD,,Non-Injury Crash,No,2019,0,North,0,0,0,Flat,0,,0,,0,Dark,784200,0,0,0,1,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1751810.3554,5917941.2342,240940,,515001,0,0,0,1,0,West,2018/2019,016-0008-R4,GREAT NORTH ROAD,,Non-Injury Crash,No,2019,0,East,0,0,0,Hill Road,1,Easter,0,,0,Dark,392200,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Motorway ramp,1-way,Sealed,0,0,0,0,100,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1549347.1142,5173478.796,240941,,587904,0,0,0,1,0,Null,2018/2019,TWO CHAIN ROAD,RAIL XING,,Non-Injury Crash,No,2019,0,West,0,0,0,Flat,1,,0,,0,Bright sun,2493702,0,0,0,2,0,0,0,0,0,,0,0,Canterbury Region,Rail xing,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,62,Selwyn District,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1757806.6172,5920486.444,240942,,514103,0,,0,1,,Null,2018/2019,WATERLOO QUADRANT,PRINCES STREET,,Non-Injury Crash,No,2019,,West,,0,,Null,,,,,,Unknown,437300,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,1,0,,76,Auckland,Traffic Signals,,,,,0,0,Urban,0,,,Null,Null
1748563.7946,5429205.3029,240943,,572900,0,,0,1,,Null,2019/2020,TINAKORI ROAD,POPLAR GROVE,,Minor Crash,No,2019,,North,,0,,Flat,,,,,,Overcast,2119800,1,1,0,2,,,0,,,,,,Wellington Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,47,Wellington City,Nil,,,,,0,0,Urban,0,,,Fine,Null
1812389.13,5546774.9197,240944,,561422,0,0,0,1,0,North,2018/2019,SANDON ROAD,LEES ROAD,,Minor Crash,No,2019,0,North,1,0,1,Flat,0,,0,,0,Dark,1788600,2,0,0,2,0,0,0,0,0,,0,0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,39,Manawatu District,Unknown,0,1,0,0,0,0,Open,0,0,0,Fine,Frost
1761005.7351,5915146.9694,240945,,520201,0,,0,1,,North,2018/2019,01N-0431-D,MAIN OBR,,Non-Injury Crash,Yes,2019,,Null,,0,,Null,,,,,,Bright sun,613500,0,0,0,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Unknown,,,,,0,1,Urban,0,,,Fine,Null
1439702.454,5003053.2506,240946,,601040,0,,0,1,,Null,2018/2019,HULL STREET,TEST STREET,,Minor Crash,No,2019,,South,,0,,Flat,,,,,,Dark,2836700,1,0,0,2,,,0,,,,,,Otago Region,Nil,2-way,Sealed,,0,0,,50,,On,0,0,,68,Waitaki District,Give way,,,,,0,0,Urban,1,,,Fine,Null
1719426.3466,6046844.1214,240947,,502800,0,,0,2,,Null,2017/2018,MANSE STREET,LUPTON AVENUE,,Non-Injury Crash,No,2018,,West,,0,,Flat,,Easter,,,,Bright sun,96100,0,0,0,2,,,0,,,,,,Northland Region,Nil,2-way,Sealed,,0,0,,50,,Off,0,0,,2,Whangarei District,Nil,,,,,0,0,Urban,0,,,Fine,Null
1652469.858,6048617.4614,240948,,504501,0,0,0,1,0,South,2018/2019,012-0106,KATUI ROAD,,Non-Injury Crash,Yes,2019,0,South,0,0,0,Hill Road,0,,0,,0,Bright sun,118700,0,0,0,2,0,0,0,0,0,,0,0,Northland Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,3,Kaipara District,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Frost
1774681.2418,5897383.336,240949,,525610,0,0,0,1,0,Null,2018/2019,CLEVEDON ROAD,ROBB STREET,,Non-Injury Crash,No,2018,0,West,0,0,0,Flat,0,,1,,0,Dark,799400,0,0,0,2,0,1,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1243687.4287,4828608.1799,240950,,612100,0,0,0,1,0,West,2018/2019,BARROW ST EAST,HENDERSON STREET,,Minor Crash,No,2019,0,South,0,0,0,Flat,0,,0,,0,Dark,3156700,1,0,0,2,0,0,0,0,0,,0,1,Southland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,75,Invercargill City,Unknown,0,0,0,0,0,0,Urban,0,0,0,Fine,Null
1759721.0042,5903380.5006,240951,,524200,0,0,0,1,0,Null,2018/2019,LAURENCE STEVENS DRIVE,GEOFFREY ROBERTS DRIVE,,Non-Injury Crash,No,2019,0,East,0,0,0,Flat,0,,0,,1,Overcast,727200,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,Off,0,0,,76,Auckland,Give way,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1818962.7602,5461345.3937,240952,,579400,0,0,0,0,0,Null,2018/2019,SH 2,NORFOLK ROAD,,Minor Crash,Yes,2019,0,South,0,0,0,Flat,0,,0,,0,Bright sun,2262200,1,0,0,2,0,0,0,0,0,,0,1,Wellington Region,Nil,2-way,Sealed,0,0,0,0,100,0,Off,0,0,,49,Carterton District,Give way,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1754899.804,5444477.5405,240953,,571502,0,0,0,0,0,Null,2019/2020,OFF ROAD MEPHAM PLACE,,,Minor Crash,No,2019,0,Null,0,0,0,Hill Road,0,,0,,0,Overcast,2056639,1,0,0,0,0,0,0,1,0,,0,0,Wellington Region,Nil,Off road,Unsealed,0,0,0,0,50,0,None,0,0,,44,Porirua City,Unknown,0,0,0,0,0,1,Urban,0,0,0,Fine,Frost
1761376.6748,5919553.437,240954,35,516400,0,0,0,1,0,North,2018/2019,NGAPIPI RD,PARITAI DRIVE,,Non-Injury Crash,No,2018,0,West,0,0,0,Hill Road,0,,0,,1,Dark,497000,0,0,0,2,0,0,0,0,0,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,0,0,0,Light rain,Null
1767808.1962,5443447.3975,240955,,564601,0,,0,2,,North,2018/2019,RIVER ROAD,SILVERSTREAM LIGHTS,,Minor Crash,Yes,2019,,North,,0,,Flat,,,,,,Dark,1903802,2,0,0,2,,,0,,,,,,Wellington Region,Nil,1-way,Sealed,,0,0,,100,,On,1,0,,45,Upper Hutt City,Nil,,,,,0,0,Open,1,,,Fine,Null
1755669.1965,5922498.4439,240956,,509800,0,,0,4,,North,2018/2019,SH 1 (SECTION 15),TOP OF HARBOUR BRIDGE,,Non-Injury Crash,Yes,2018,,North,,0,,Hill Road,,,,,,Bright sun,359300,0,0,0,5,,,0,,,,,,,Bridge,1-way,Sealed,,0,0,,80,,Null,0,0,70,,,Unknown,,,,,0,0,Open,0,,,Fine,Null
1636387.5851,5435727.808,240957,,581812,0,0,0,1,1,South,2018/2019,006-0080,WHANGAMOA SCENIC RESERVE,,Non-Injury Crash,Yes,2018,0,North,0,0,0,Hill Road,0,,0,,0,Dark,2360905,0,0,0,2,0,0,0,0,0,,0,0,Nelson Region,Nil,2-way,Sealed,0,0,0,0,100,0,None,0,0,,52,Nelson City,Unknown,0,0,0,0,0,0,Open,0,0,0,Fine,Null
1759827.2363,5911800.7188,240958,,520000,0,,0,2,,West,2018/2019,NEILSON STREET,ALFRED STREET,,Non-Injury Crash,No,2019,,West,,0,,Flat,,,,,,Bright sun,607700,0,0,0,2,,,0,,,,,,Auckland Region,Nil,1-way,Sealed,,0,0,,50,,Off,0,0,,76,Auckland,Nil,,,,,0,0,Urban,0,,,Fine,Null
1757476.014,5930869.3476,240959,,507710,0,0,0,1,0,North,2018/2019,BEACH RD ,PETER TERRACE,,Non-Injury Crash,No,2018,0,North,0,0,0,Hill Road,0,,0,,0,Dark,313800,0,0,0,2,0,0,0,0,1,,0,0,Auckland Region,Nil,2-way,Sealed,0,0,0,0,50,0,On,0,0,,76,Auckland,Unknown,0,0,0,0,0,0,Urban,1,0,0,Fine,Null
1760088.9116,5915562.9567,240960,,519400,0,,0,1,,Null,2018/2019,GREAT SOUTH ROAD,ATARANGI ROAD,,Non-Injury Crash,No,2018,,North,,0,,Flat,,,,,,Overcast,617100,0,0,1,4,,,0,,,,,,Auckland Region,Nil,2-way,Sealed,,0,0,,50,,Null,0,0,,76,Auckland,Stop,,,,,0,0,Urban,0,,,Fine,Null
