Date,Open,High,Low,Close,Volume,Adj Close
22/11/2019,9.135,9.2,9.05,9.18,577328,9.18
21/11/2019,9.05,9.23,8.99,9.18,697333,9.18
20/11/2019,8.995,9.1,8.965,9.05,1205694,9.05
19/11/2019,8.99,9,8.93,8.98,1059721,8.98
18/11/2019,8.98,9,8.91,9,701753,9
15/11/2019,8.95,9.01,8.95,8.96,1773302,8.96
14/11/2019,8.98,8.99,8.93,8.945,1235842,8.945
13/11/2019,9.11,9.195,8.96,9.02,1150163,9.02
12/11/2019,9.265,9.32,9.085,9.1,1194646,9.1
11/11/2019,9.45,9.47,9.23,9.29,890676,9.29
8/11/2019,9.26,9.45,9.26,9.45,555360,9.45
7/11/2019,9.1,9.27,9.05,9.27,621723,9.27
6/11/2019,9.39,9.39,9.1,9.135,873360,9.135
5/11/2019,9.26,9.32,9.105,9.31,1057365,9.31
4/11/2019,9.445,9.445,9.245,9.28,900910,9.28
1/11/2019,9.23,9.45,9.1,9.45,1076623,9.45
31/10/2019,9.35,9.37,9.15,9.3,1884255,9.3
30/10/2019,9.23,9.48,9.15,9.35,1367421,9.35
29/10/2019,8.99,9.235,8.93,9.235,1216219,9.235
25/10/2019,8.9,8.99,8.9,8.95,578840,8.95
24/10/2019,8.95,9.08,8.9,8.92,296432,8.92
23/10/2019,9.2,9.21,8.96,9,986160,9
22/10/2019,9.095,9.24,9.07,9.165,501452,9.165
21/10/2019,9.095,9.14,8.96,9.08,381980,9.08
18/10/2019,9.15,9.2,9.1,9.11,450731,9.11
17/10/2019,9.15,9.21,9.1,9.2,630104,9.2
16/10/2019,8.95,9.17,8.95,9.17,784738,9.17
15/10/2019,8.92,8.98,8.87,8.87,891735,8.87
14/10/2019,9,9.19,8.87,8.9,366676,8.9
11/10/2019,8.88,9.05,8.79,9,457867,9
10/10/2019,8.95,9.045,8.8,8.92,959538,8.92
9/10/2019,9.04,9.075,8.95,8.95,1048456,8.95
8/10/2019,9.16,9.185,9.045,9.08,1545677,9.08
7/10/2019,9.14,9.2,9.13,9.19,620475,9.19
4/10/2019,9.1,9.17,9.1,9.15,1039299,9.15
3/10/2019,9.18,9.21,9.07,9.1,2347483,9.1
2/10/2019,9.31,9.35,9.27,9.325,851410,9.2125
1/10/2019,9.155,9.3,9.15,9.3,1081173,9.187802
30/09/2019,9.31,9.31,9.1,9.15,1836499,9.039611
27/09/2019,9.25,9.3,9.175,9.275,977987,9.163103
26/09/2019,9.26,9.31,9.13,9.2,1161207,9.089008
25/09/2019,9.2,9.31,9.2,9.26,717094,9.148285
24/09/2019,9.28,9.385,9.15,9.24,731921,9.128526
23/09/2019,9.13,9.34,9.13,9.31,351255,9.197681
20/09/2019,9.05,9.3,9.05,9.13,2379835,9.019853
19/09/2019,8.95,9.05,8.925,9.05,581341,8.940818
18/09/2019,9.1,9.1,8.92,8.96,1104223,8.851904
17/09/2019,9.15,9.15,9.075,9.12,745988,9.009974
16/09/2019,9.1,9.18,9.08,9.1,486544,8.990215
13/09/2019,9.3,9.32,9.2,9.2,1933264,9.089008
12/09/2019,9.28,9.34,9.265,9.3,688678,9.187802
11/09/2019,9.44,9.44,9.28,9.29,907130,9.177922
10/09/2019,9.495,9.53,9.34,9.5,974750,9.385388
9/09/2019,9.49,9.54,9.47,9.51,701940,9.395268
6/09/2019,9.47,9.7,9.47,9.5,823875,9.385388
5/09/2019,9.635,9.705,9.44,9.44,1259196,9.326112
4/09/2019,9.59,9.77,9.495,9.71,1152656,9.592855
3/09/2019,9.46,9.73,9.46,9.68,743360,9.563217
2/09/2019,9.58,9.595,9.48,9.48,275781,9.365629
30/08/2019,9.46,9.65,9.43,9.62,1680459,9.503941
29/08/2019,9.58,9.58,9.46,9.46,1251264,9.345871
28/08/2019,9.26,9.59,9.26,9.59,831250,9.474303
27/08/2019,9.23,9.395,9.2,9.2,2009200,9.089008
26/08/2019,9.37,9.4,9.12,9.22,1731957,9.108768
23/08/2019,9.55,9.6,9.4,9.4,552886,9.286594
22/08/2019,9.77,9.77,9.59,9.59,1341179,9.474303
21/08/2019,9.68,9.8,9.63,9.8,733615,9.681769
20/08/2019,9.62,9.72,9.575,9.7,810656,9.582975
19/08/2019,9.63,9.66,9.56,9.6,541042,9.484182
16/08/2019,9.55,9.69,9.53,9.66,571483,9.543458
15/08/2019,9.48,9.68,9.45,9.65,1145604,9.533579
14/08/2019,9.75,9.75,9.555,9.6,789975,9.484182
13/08/2019,9.6,9.74,9.6,9.74,976827,9.622493
12/08/2019,9.73,9.83,9.68,9.83,857821,9.711408
9/08/2019,9.765,9.805,9.52,9.8,634230,9.681769
8/08/2019,9.5,9.9,9.485,9.81,1340019,9.691649
7/08/2019,9.35,9.5,9.3,9.5,803436,9.385388
6/08/2019,9.4,9.4,9.165,9.29,799317,9.177922
5/08/2019,9.34,9.55,9.34,9.55,1528751,9.434786
2/08/2019,9.39,9.435,9.31,9.35,684006,9.237199
1/08/2019,9.3,9.52,9.28,9.495,802202,9.380449
31/07/2019,9.42,9.55,9.305,9.305,2012159,9.192741
30/07/2019,9.5,9.505,9.45,9.49,598525,9.375509
29/07/2019,9.46,9.5,9.41,9.45,556079,9.335992
26/07/2019,9.58,9.59,9.39,9.39,611205,9.276716
25/07/2019,9.65,9.7,9.6,9.6,1218348,9.484182
24/07/2019,9.7,9.7,9.55,9.64,555086,9.5237
23/07/2019,9.65,9.675,9.55,9.675,559471,9.558278
22/07/2019,9.6,9.68,9.45,9.65,633450,9.533579
19/07/2019,9.66,9.68,9.6,9.6,612111,9.484182
18/07/2019,9.435,9.66,9.4,9.66,886308,9.543458
17/07/2019,9.55,9.575,9.395,9.47,942316,9.355751
16/07/2019,9.7,9.74,9.45,9.48,557077,9.365629
15/07/2019,9.59,9.7,9.56,9.7,909155,9.582975
12/07/2019,9.44,9.59,9.38,9.56,534843,9.444665
11/07/2019,9.45,9.55,9.385,9.5,7230529,9.385388
10/07/2019,9.35,9.5,9.31,9.47,607687,9.355751
9/07/2019,9.3,9.445,9.3,9.4,1646047,9.286594
8/07/2019,9.49,9.49,9.31,9.4,607588,9.286594
5/07/2019,9.53,9.58,9.47,9.5,2026827,9.385388
4/07/2019,9.7,9.7,9.52,9.545,925819,9.429846
3/07/2019,9.74,9.77,9.62,9.62,629254,9.503941
2/07/2019,9.73,9.77,9.71,9.77,807494,9.652132
1/07/2019,9.75,9.75,9.6,9.71,762256,9.592855
28/06/2019,9.72,9.85,9.72,9.85,2592560,9.731167
27/06/2019,9.63,9.8,9.62,9.8,1229766,9.681769
26/06/2019,9.52,9.63,9.47,9.59,794031,9.474303
25/06/2019,9.45,9.6,9.42,9.56,851155,9.444665
24/06/2019,9.07,9.49,9.07,9.48,802830,9.365629
21/06/2019,9.2,9.3,9.17,9.235,2075204,9.123586
20/06/2019,9.05,9.2,9.04,9.2,851442,9.089008
19/06/2019,8.77,9.04,8.76,9.03,996229,8.921059
18/06/2019,8.86,8.95,8.75,8.77,1096660,8.664196
17/06/2019,9.02,9.02,8.83,8.83,411052,8.723472
14/06/2019,9,9.02,8.9,9.02,670305,8.91118
13/06/2019,8.9,9,8.89,9,997411,8.891421
12/06/2019,8.8,8.92,8.775,8.92,2108022,8.812387
11/06/2019,8.72,8.87,8.71,8.86,738306,8.75311
